Id,Datum,Thuis,Uit,Minuut,Soort,Speler
132,1957-02-03,Rapid JC,Fortuna '54,65,penalty,Bart  Carlier
304,1957-02-17,Elinkwijk,VVV,8,doelpunt,Hay  Lamberts
304,1957-02-17,Elinkwijk,VVV,46,doelpunt,Evert-Jan  Vonk
304,1957-02-17,Elinkwijk,VVV,62,doelpunt,Herman  Teeuwen
304,1957-02-17,Elinkwijk,VVV,69,doelpunt,Bertus van Beek
119,1956-12-02,Sparta,Feijenoord,35,doelpunt,Cor van der Gijp
119,1956-12-02,Sparta,Feijenoord,44,doelpunt,Cor van der Gijp
119,1956-12-02,Sparta,Feijenoord,58,doelpunt,Cor van der Gijp
119,1956-12-02,Sparta,Feijenoord,63,doelpunt,Cor van der Gijp
73,1957-03-03,NAC,EVV Eindhoven,68,doelpunt,Huub  Tielens
289,1956-09-09,EVV Eindhoven,VVV,15,doelpunt,Jozef  Theuws
289,1956-09-09,EVV Eindhoven,VVV,71,doelpunt,Faas  Wilkes
111,1957-02-03,Willem II,BVV,3,doelpunt,Gerrit de Wit
236,1956-10-07,Fortuna '54,Feijenoord,39,doelpunt,Gerard  Kerkum
236,1956-10-07,Fortuna '54,Feijenoord,41,doelpunt,Bram  Appel
236,1956-10-07,Fortuna '54,Feijenoord,49,doelpunt,Bram  Appel
236,1956-10-07,Fortuna '54,Feijenoord,73,doelpunt,Cor van der Gijp
236,1956-10-07,Fortuna '54,Feijenoord,84,doelpunt,Wim  Huis
61,1956-12-02,NAC,Willem II,30,doelpunt,Jan van Roessel
61,1956-12-02,NAC,Willem II,61,doelpunt,Cock  Luyten
61,1956-12-02,NAC,Willem II,84,doelpunt,Leo  Canjels
276,1956-12-30,Elinkwijk,BVC Amsterdam,65,doelpunt,Henk van der Sluis
276,1956-12-30,Elinkwijk,BVC Amsterdam,71,doelpunt,Aad  Baselaar
199,1956-09-02,Ajax,NAC,10,doelpunt,Loek den Edel
130,1956-09-09,Rapid JC,PSV,7,doelpunt,Theo  Buenen
130,1956-09-09,Rapid JC,PSV,85,doelpunt,Johan  Adang
130,1956-09-09,Rapid JC,PSV,87,doelpunt,Huub  Janssen
130,1956-09-09,Rapid JC,PSV,70,eigen doelpunt,Theo  Buenen
149,1957-01-13,Sparta,VVV,20,doelpunt,Hans  Sleven
149,1957-01-13,Sparta,VVV,51,doelpunt,Ad  Verhoeven
106,1957-03-10,SC Enschede,PSV,32,doelpunt,Arend van der Wel
106,1957-03-10,SC Enschede,PSV,53,doelpunt,Abe  Lenstra
106,1957-03-10,SC Enschede,PSV,79,doelpunt,Coen  Dillen
106,1957-03-10,SC Enschede,PSV,89,doelpunt,Coen  Dillen
104,1957-06-02,VVV,Sparta,1,doelpunt,Leo  Snijders
104,1957-06-02,VVV,Sparta,35,doelpunt,Tonny van Ede
104,1957-06-02,VVV,Sparta,38,doelpunt,Frans de Bruin
275,1957-01-20,Elinkwijk,BVV,13,doelpunt,Michel  Kruin
275,1957-01-20,Elinkwijk,BVV,21,doelpunt,Evert-Jan  Vonk
275,1957-01-20,Elinkwijk,BVV,50,doelpunt,Michel  Kruin
275,1957-01-20,Elinkwijk,BVV,51,doelpunt,Michel  Kruin
275,1957-01-20,Elinkwijk,BVV,59,doelpunt,Wim  Heijmans
275,1957-01-20,Elinkwijk,BVV,80,doelpunt,Wim  Nijholt
250,1957-03-17,GVAV,EVV Eindhoven,42,doelpunt,Heiko  Wolda
250,1957-03-17,GVAV,EVV Eindhoven,53,doelpunt,Jan  Louwers
278,1957-05-19,EVV Eindhoven,SC Enschede,35,doelpunt,Huub  Tielens
278,1957-05-19,EVV Eindhoven,SC Enschede,54,doelpunt,Huub  Tielens
278,1957-05-19,EVV Eindhoven,SC Enschede,75,doelpunt,Gerrit  Moddejonge jr.
278,1957-05-19,EVV Eindhoven,SC Enschede,80,doelpunt,Huub  Tielens
278,1957-05-19,EVV Eindhoven,SC Enschede,86,doelpunt,Gerrit  Moddejonge jr.
177,1956-12-30,EVV Eindhoven,BVV,1,doelpunt,Wim  Heijmans
177,1956-12-30,EVV Eindhoven,BVV,3,doelpunt,Sjaak  Verspeek
177,1956-12-30,EVV Eindhoven,BVV,20,doelpunt,Piet van Overbeek
177,1956-12-30,EVV Eindhoven,BVV,57,doelpunt,Huub  Tielens
177,1956-12-30,EVV Eindhoven,BVV,84,doelpunt,Max van Beurden
41,1957-02-03,MVV,VVV,22,doelpunt,Chris  Coenen
173,1956-09-02,DOS,Sparta,6,doelpunt,Tonny van der Linden
173,1956-09-02,DOS,Sparta,15,doelpunt,Ad  Verhoeven
173,1956-09-02,DOS,Sparta,20,doelpunt,Peet  Geel
173,1956-09-02,DOS,Sparta,23,doelpunt,Peet  Geel
173,1956-09-02,DOS,Sparta,76,doelpunt,Tonny van der Linden
19,1956-09-23,NOAD,Sparta,59,doelpunt,Jan  Meijer
19,1956-09-23,NOAD,Sparta,66,doelpunt,Ab  Kentie
19,1956-09-23,NOAD,Sparta,78,doelpunt,Herman  Damen
251,1956-11-11,EVV Eindhoven,GVAV,56,doelpunt,Jan  Louwers
251,1956-11-11,EVV Eindhoven,GVAV,71,doelpunt,Rikkert  La Crois
33,1956-12-23,PSV,NAC,3,doelpunt,Cock  Luyten
33,1956-12-23,PSV,NAC,13,doelpunt,Piet  Vergouwen
33,1956-12-23,PSV,NAC,26,doelpunt,Louis  Overbeeke
33,1956-12-23,PSV,NAC,56,doelpunt,Jan van den Heuvel
33,1956-12-23,PSV,NAC,59,doelpunt,Piet  Vergouwen
33,1956-12-23,PSV,NAC,80,doelpunt,Henk  Waterman
33,1956-12-23,PSV,NAC,85,doelpunt,Leo  Canjels
128,1957-04-17,Rapid JC,SC Enschede,5,doelpunt,Arend van der Wel
128,1957-04-17,Rapid JC,SC Enschede,73,doelpunt,Noud van Melis
272,1957-05-19,Elinkwijk,Feijenoord,13,doelpunt,Jan  Klein
272,1957-05-19,Elinkwijk,Feijenoord,21,doelpunt,Evert-Jan  Vonk
272,1957-05-19,Elinkwijk,Feijenoord,31,doelpunt,Wim de Jongh
272,1957-05-19,Elinkwijk,Feijenoord,40,doelpunt,Evert-Jan  Vonk
272,1957-05-19,Elinkwijk,Feijenoord,46,doelpunt,Cor van der Gijp
272,1957-05-19,Elinkwijk,Feijenoord,82,doelpunt,Wim de Jongh
171,1956-09-02,BVV,Elinkwijk,35,doelpunt,Piet van Overbeek
171,1956-09-02,BVV,Elinkwijk,60,doelpunt,Evert-Jan  Vonk
171,1956-09-02,BVV,Elinkwijk,83,doelpunt,Eef  Westers
32,1957-04-22,PSV,NOAD,5,doelpunt,Ab  Kentie
32,1957-04-22,PSV,NOAD,11,doelpunt,Frits  Louer
32,1957-04-22,PSV,NOAD,20,doelpunt,Coen  Dillen
32,1957-04-22,PSV,NOAD,35,doelpunt,Coen  Dillen
32,1957-04-22,PSV,NOAD,40,doelpunt,Piet  Fransen
32,1957-04-22,PSV,NOAD,65,eigen doelpunt,Eugène  Rensen
172,1957-04-20,BVV,Sparta,10,doelpunt,Lou  Benningshof
172,1957-04-20,BVV,Sparta,14,doelpunt,Max van Beurden
172,1957-04-20,BVV,Sparta,61,doelpunt,Wim van Hintum
172,1957-04-20,BVV,Sparta,75,doelpunt,Tonny van Ede
96,1956-10-21,Willem II,Fortuna '54,15,doelpunt,Henk  Angenent
96,1956-10-21,Willem II,Fortuna '54,24,doelpunt,Bram  Appel
96,1956-10-21,Willem II,Fortuna '54,45,doelpunt,Gerrit de Wit
96,1956-10-21,Willem II,Fortuna '54,54,doelpunt,Henk  Angenent
96,1956-10-21,Willem II,Fortuna '54,70,doelpunt,Piet de Jong
57,1957-03-10,MVV,NAC,29,doelpunt,Louis  Overbeeke
57,1957-03-10,MVV,NAC,67,doelpunt,Frans  Rutten
57,1957-03-10,MVV,NAC,68,doelpunt,Leo  Canjels
57,1957-03-10,MVV,NAC,83,doelpunt,Louis  Overbeeke
140,1956-11-11,SC Enschede,Fortuna '54,18,doelpunt,Arend van der Wel
140,1956-11-11,SC Enschede,Fortuna '54,56,doelpunt,Gerrit  Voges
140,1956-11-11,SC Enschede,Fortuna '54,60,doelpunt,Gerrit  Moddejonge jr.
140,1956-11-11,SC Enschede,Fortuna '54,75,doelpunt,Arend van der Wel
140,1956-11-11,SC Enschede,Fortuna '54,84,doelpunt,Bart  Carlier
110,1956-11-11,Willem II,DOS,17,doelpunt,Tonny van der Linden
110,1956-11-11,Willem II,DOS,19,doelpunt,Nico van Elderen
110,1956-11-11,Willem II,DOS,60,doelpunt,Cor  Luiten
110,1956-11-11,Willem II,DOS,69,doelpunt,Piet de Jong
110,1956-11-11,Willem II,DOS,72,doelpunt,Dirk  Lammers
233,1957-05-12,Fortuna '54,NAC,33,doelpunt,Henk  Angenent
233,1957-05-12,Fortuna '54,NAC,57,doelpunt,Henk  Angenent
233,1957-05-12,Fortuna '54,NAC,67,doelpunt,Louis  Overbeeke
258,1956-11-18,Fortuna '54,PSV,30,doelpunt,Piet  Fransen
258,1956-11-18,Fortuna '54,PSV,44,doelpunt,Piet  Fransen
258,1956-11-18,Fortuna '54,PSV,85,eigen doelpunt,Guus  Rabuda
258,1956-11-18,Fortuna '54,PSV,61,penalty,Henk  Angenent
7,1956-12-30,NOAD,VVV,6,doelpunt,Jan  Meijer
7,1956-12-30,NOAD,VVV,22,doelpunt,Leo  Snijders
7,1956-12-30,NOAD,VVV,57,doelpunt,Gijs  Nass
284,1957-03-31,EVV Eindhoven,MVV,30,doelpunt,Albert  Ummels
284,1957-03-31,EVV Eindhoven,MVV,59,doelpunt,Frans  Rutten
284,1957-03-31,EVV Eindhoven,MVV,85,doelpunt,Albert  Ummels
303,1956-09-09,Elinkwijk,SC Enschede,3,doelpunt,Abe  Lenstra
303,1956-09-09,Elinkwijk,SC Enschede,13,doelpunt,Abe  Lenstra
303,1956-09-09,Elinkwijk,SC Enschede,19,doelpunt,Gerrit  Moddejonge jr.
303,1956-09-09,Elinkwijk,SC Enschede,63,doelpunt,Abe  Lenstra
303,1956-09-09,Elinkwijk,SC Enschede,68,doelpunt,Gerrit  Voges
303,1956-09-09,Elinkwijk,SC Enschede,88,doelpunt,Jan  Klein
257,1957-01-13,GVAV,Fortuna '54,2,doelpunt,Rikkert  La Crois
257,1957-01-13,GVAV,Fortuna '54,65,doelpunt,Johnny de Grooth
196,1957-02-24,Ajax,Rapid JC,61,doelpunt,Wim  Bleijenberg
168,1956-12-23,BVV,GVAV,30,doelpunt,Alie  Kruger
168,1956-12-23,BVV,GVAV,55,doelpunt,Piet van Overbeek
168,1956-12-23,BVV,GVAV,87,doelpunt,Alie  Kruger
297,1956-12-23,Elinkwijk,Rapid JC,20,doelpunt,Heinz  Schaffrath
297,1956-12-23,Elinkwijk,Rapid JC,47,doelpunt,Johan  Adang
297,1956-12-23,Elinkwijk,Rapid JC,52,doelpunt,Eef  Westers
297,1956-12-23,Elinkwijk,Rapid JC,62,doelpunt,Noud van Melis
297,1956-12-23,Elinkwijk,Rapid JC,89,doelpunt,Johan  Adang
223,1957-03-10,BVC Amsterdam,GVAV,29,doelpunt,Heiko  Wolda
108,1957-06-02,Willem II,Elinkwijk,10,doelpunt,Jan  Brooijmans
108,1957-06-02,Willem II,Elinkwijk,72,doelpunt,Gerrit de Wit
